"Localidade (Cod)";"Localidade";"Função (Cod/Desc)";"Subfunção (Cod/Desc)";"Despesa Executada (Favorecido)";"Despesa Executada (Subelemento)"
"3533254";"NOVAIS";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"3521200";"IPORANGA";"10 - SAÚDE";"303 - SUPORTE PROFILÁTICO E TERAPÊUTICO";"0";"0"
"1501956";"CACHOEIRA DO PIRIÁ";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"4109401";"GUARAPUAVA";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"4315602";"RIO GRANDE";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"550000";"550000"
"2610004";"PALMARES";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2504009";"CAMPINA GRANDE";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3302403";"MACAÉ";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"3143609";"MORRO DA GARÇA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2704302";"MACEIÓ";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"3519808";"ICÉM";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2801306";"CAPELA - SE";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3154457";"RIACHINHO - MG";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"1200435";"SANTA ROSA DO PURUS";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"160000";"160000"
"3304201";"RESENDE";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"3111903";"CANA VERDE";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"0";"0"
"2512408";"PUXINANÃ";"16 - HABITAÇÃO";"482 - HABITAÇÃO URBANA";"0";"0"
"3305752";"TANGUÁ";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"500000";"500000"
"3553302";"TAMBAÚ";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3304557";"RIO DE JANEIRO - RJ";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"NÃO INFORMADO";"NÃO INFORMADO";"16 - HABITAÇÃO";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"5001904";"BATAGUASSU";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"200000";"200000"
"4301875";"BARRA DO QUARAÍ";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2312908";"SOBRAL";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"1200500";"SENA MADUREIRA";"10 - SAÚDE";"303 - SUPORTE PROFILÁTICO E TERAPÊUTICO";"300000";"300000"
"3165701";"SENADOR FIRMINO";"10 - SAÚDE";"303 - SUPORTE PROFILÁTICO E TERAPÊUTICO";"0";"0"
"4206009";"GOVERNADOR CELSO RAMOS";"16 - HABITAÇÃO";"482 - HABITAÇÃO URBANA";"0";"0"
"3149507";"PEQUERI";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"4207908";"IRINEÓPOLIS";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2924504";"PINDAÍ";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2924504";"PINDAÍ";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2507507";"JOÃO PESSOA";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"3203304";"MANTENÓPOLIS";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3301876";"IGUABA GRANDE";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"686620";"686620"
"3509957";"CANAS";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"2610202";"PANELAS";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"5004809";"JAPORÃ";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"150000";"150000"
"3203502";"MONTANHA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3150406";"PIEDADE DOS GERAIS";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"1301407";"EIRUNEPÉ";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"0";"0"
"3545308";"SALTO DE PIRAPORA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2931301";"TAPIRAMUTÁ";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3203502";"MONTANHA";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"3305604";"SILVA JARDIM";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"3514007";"DOBRADA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3162955";"SÃO JOSÉ DA LAPA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3548807";"SÃO CAETANO DO SUL";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"2910701";"EUCLIDES DA CUNHA";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"3548203";"SANTO ANTÔNIO DO PINHAL";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3554805";"TREMEMBÉ";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2930204";"SENTO SÉ";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"3500105";"ADAMANTINA";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"5205109";"CATALÃO";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"1301803";"IPIXUNA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2929305";"SÃO GONÇALO DOS CAMPOS";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"0";"0"
"1508159";"URUARÁ";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3146107";"OURO PRETO";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2202737";"COIVARAS";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2307304";"JUAZEIRO DO NORTE";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"3163300";"SÃO JOSÉ DO DIVINO - MG";"16 - HABITAÇÃO";"482 - HABITAÇÃO URBANA";"0";"0"
"3543303";"RIBEIRÃO PIRES";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2602803";"BUÍQUE";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"0";"0"
"2603405";"CALUMBI";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2709103";"TAQUARANA";"16 - HABITAÇÃO";"482 - HABITAÇÃO URBANA";"0";"0"
"2805208";"PINHÃO - SE";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2312304";"SÃO BENEDITO";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"1501204";"BAIÃO";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"2930006";"SEBASTIÃO LARANJEIRAS";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2301901";"BARBALHA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"5000000";"MATO GROSSO DO SUL (ESTADO)";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"13714056,47";"13714056,47"
"3300000";"RIO DE JANEIRO (ESTADO)";"16 - HABITAÇÃO";"482 - HABITAÇÃO URBANA";"0";"0"
"9000000";"NACIONAL";"10 - SAÚDE";"331 - PROTEÇÃO E BENEFÍCIOS AO TRABALHADOR";"88844701,3";"88844701,3"
"2908408";"CONCEIÇÃO DO COITÉ";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2701209";"CACIMBINHAS";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2500000";"PARAÍBA (ESTADO)";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"320448491,55";"320448491,55"
"3102902";"ANTÔNIO CARLOS - MG";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"250000";"250000"
"2804805";"NOSSA SENHORA DO SOCORRO";"17 - SANEAMENTO";"512 - SANEAMENTO BÁSICO URBANO";"200000";"200000"
"1200450";"SENADOR GUIOMARD";"10 - SAÚDE";"303 - SUPORTE PROFILÁTICO E TERAPÊUTICO";"300000";"300000"
"3500000";"SAO PAULO (ESTADO)";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"983147584,77";"983147584,77"
"9000000";"NACIONAL";"10 - SAÚDE";"183 - INFORMAÇÃO E INTELIGÊNCIA";"27468903,45";"27468903,45"
"1300000";"AMAZONAS (ESTADO)";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"121799590,44";"121799590,44"
"3500000";"SAO PAULO (ESTADO)";"10 - SAÚDE";"305 - VIGILÂNCIA EPIDEMIOLÓGICA";"113145700";"113145700"
"3204658";"SÃO DOMINGOS DO NORTE";"16 - HABITAÇÃO";"482 - HABITAÇÃO URBANA";"0";"0"
"4100000";"PARANÁ (ESTADO)";"10 - SAÚDE";"304 - VIGILÂNCIA SANITÁRIA";"6973485,88";"6973485,88"
"1400000";"RORAIMA (ESTADO)";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"17673318,19";"17673318,19"
"4217204";"SÃO MIGUEL DO OESTE";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2804003";"MARUIM";"16 - HABITAÇÃO";"451 - INFRA-ESTRUTURA URBANA";"0";"0"
"4300000";"RIO GRANDE DO SUL (ESTADO)";"17 - SANEAMENTO";"512 - SANEAMENTO BÁSICO URBANO";"52894334";"52894334"
"1100000";"RONDÔNIA (ESTADO)";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"61166799,24";"61166799,24"
"4300000";"RIO GRANDE DO SUL (ESTADO)";"10 - SAÚDE";"304 - VIGILÂNCIA SANITÁRIA";"6983008,32";"6983008,32"
"2608602";"LAGOA DO OURO";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"1505403";"OURÉM";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"2102309";"BURITI BRAVO";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3544004";"RIO DAS PEDRAS";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"2705002";"MATA GRANDE";"16 - HABITAÇÃO";"451 - INFRA-ESTRUTURA URBANA";"0";"0"
"3124609";"ESTRELA DALVA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"70152";"70152"
"5217104";"PIRACANJUBA";"16 - HABITAÇÃO";"482 - HABITAÇÃO URBANA";"0";"0"
"2800000";"SERGIPE (ESTADO)";"16 - HABITAÇÃO";"451 - INFRA-ESTRUTURA URBANA";"500000";"500000"
"2200000";"PIAUÍ (ESTADO)";"17 - SANEAMENTO";"512 - SANEAMENTO BÁSICO URBANO";"32827590,44";"32827590,44"
"2600000";"PERNAMBUCO (ESTADO)";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"2600000";"PERNAMBUCO (ESTADO)";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"800000";"800000"
"3553807";"TAQUARITUBA";"10 - SAÚDE";"303 - SUPORTE PROFILÁTICO E TERAPÊUTICO";"0";"0"
"3513603";"CUNHA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2926608";"RIBEIRA DO POMBAL";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"5107768";"SANTA RITA DO TRIVELATO";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"4124707";"SÃO JERÔNIMO DA SERRA";"10 - SAÚDE";"303 - SUPORTE PROFILÁTICO E TERAPÊUTICO";"100000";"100000"
"3200000";"ESPÍRITO SANTO (ESTADO)";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"3167202";"SETE LAGOAS";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"1600000";"AMAPÁ (ESTADO)";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"3106705";"BETIM";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"200000";"200000"
"2918308";"JITAÚNA";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"300000";"300000"
"1200138";"BUJARI";"10 - SAÚDE";"303 - SUPORTE PROFILÁTICO E TERAPÊUTICO";"150000";"150000"
"3304201";"RESENDE";"16 - HABITAÇÃO";"482 - HABITAÇÃO URBANA";"450000";"450000"
"3143302";"MONTES CLAROS";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"400000";"400000"
"2102101";"BREJO";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2512077";"POÇO DE JOSÉ DE MOURA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"4204608";"CRICIÚMA";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"1200104";"BRASILÉIA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"300000";"300000"
"2928307";"SANTANÓPOLIS";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2309706";"PACATUBA - CE";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"342000";"342000"
"3205010";"SOORETAMA";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"3538501";"PIQUETE";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2608206";"JOAQUIM NABUCO";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2302503";"BREJO SANTO";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"5006309";"PARANAÍBA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2313500";"TRAIRI";"16 - HABITAÇÃO";"482 - HABITAÇÃO URBANA";"0";"0"
"4105508";"CIANORTE";"10 - SAÚDE";"303 - SUPORTE PROFILÁTICO E TERAPÊUTICO";"200000";"200000"
"3119104";"CORINTO";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"0";"0"
"3126208";"FORMOSO - MG";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"300000";"300000"
"5004601";"ITAQUIRAÍ";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"450000";"450000"
"3531506";"MONTE AZUL PAULISTA";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"100000";"100000"
"1600253";"ITAUBAL";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"3107406";"BOM DESPACHO";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"4118600";"PAULA FREITAS";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"200000";"200000"
"5220405";"SÃO SIMÃO - GO";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"1100288";"ROLIM DE MOURA";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"4316907";"SANTA MARIA - RS";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"5207501";"ESTRELA DO NORTE - GO";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2616308";"VICÊNCIA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2103505";"COLINAS - MA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3202801";"ITAPEMIRIM";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3534609";"OSVALDO CRUZ";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"2706901";"PILAR - AL";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"0";"0"
"2904605";"BRUMADO";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"2614006";"SERRITA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"5209937";"INACIOLÂNDIA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"450000";"450000"
"2111300";"SÃO LUÍS";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"4322608";"VENÂNCIO AIRES";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"350000";"350000"
"3301207";"CARMO";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"0";"0"
"4209409";"LAGUNA";"17 - SANEAMENTO";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3306107";"VALENÇA - RJ";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"2304103";"CRATEÚS";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2412559";"SÃO MIGUEL DE TOUROS";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"1600535";"PORTO GRANDE";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"2404408";"GROSSOS";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"3300506";"BOM JARDIM - RJ";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"1200252";"EPITACIOLÂNDIA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"150000";"150000"
"3557303";"ESTIVA GERBI";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"4211603";"NOVA VENEZA - SC";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"1200500";"SENA MADUREIRA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"1302900";"MAUÉS";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"3304508";"RIO DAS FLORES";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"0";"0"
"1101468";"PIMENTEIRAS DO OESTE";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"1502939";"DOM ELISEU";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3505807";"BASTOS";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3541901";"QUELUZ";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"3204302";"PRESIDENTE KENNEDY - ES";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"1707108";"DIVINÓPOLIS DO TOCANTINS";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"1200302";"FEIJÓ";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"4128203";"UNIÃO DA VITÓRIA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3143302";"MONTES CLAROS";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3300902";"CAMBUCI";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"2900000";"BAHIA (ESTADO)";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"740000";"740000"
"2100000";"MARANHÃO (ESTADO)";"17 - SANEAMENTO";"512 - SANEAMENTO BÁSICO URBANO";"41438869,32";"41438869,32"
"3200000";"ESPÍRITO SANTO (ESTADO)";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"0";"0"
"1600000";"AMAPÁ (ESTADO)";"17 - SANEAMENTO";"512 - SANEAMENTO BÁSICO URBANO";"18833805,73";"18833805,73"
"1200054";"ASSIS BRASIL";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"150000";"150000"
"3513801";"DIADEMA";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"342000";"342000"
"1700000";"TOCANTINS (ESTADO)";"10 - SAÚDE";"303 - SUPORTE PROFILÁTICO E TERAPÊUTICO";"6800402";"6800402"
"1400000";"RORAIMA (ESTADO)";"10 - SAÚDE";"303 - SUPORTE PROFILÁTICO E TERAPÊUTICO";"3794414";"3794414"
"3305133";"SÃO JOSÉ DE UBÁ";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"350000";"350000"
"2411007";"RODOLFO FERNANDES";"16 - HABITAÇÃO";"482 - HABITAÇÃO URBANA";"360000";"360000"
"3128402";"GUARANI";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"5003207";"CORUMBÁ";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"800000";"800000"
"3302452";"MACUCO";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"9500000";"REGIÃO CENTRO OESTE";"17 - SANEAMENTO";"512 - SANEAMENTO BÁSICO URBANO";"10298009,85";"10298009,85"
"2700000";"ALAGOAS (ESTADO)";"10 - SAÚDE";"305 - VIGILÂNCIA EPIDEMIOLÓGICA";"13382500";"13382500"
"5300000";"DISTRITO FEDERAL (ESTADO)";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3150570";"PINTÓPOLIS";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"0";"0"
"1500859";"ANAPU";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2800000";"SERGIPE (ESTADO)";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"1102508,79";"1102508,79"
