"Localidade (Cod)","Localidade","Função (Cod/Desc)","Subfunção (Cod/Desc)","Despesa Executada (Favorecido)","Despesa Executada (Subelemento)"
"3535002","PALESTINA","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"1700000","TOCANTINS (ESTADO)","16 - HABITAÇÃO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"NÃO INFORMADO","NÃO INFORMADO","16 - HABITAÇÃO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3300308","BARRA DO PIRAÍ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2303105","CARIRÉ","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3301702","DUQUE DE CAXIAS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2931301","TAPIRAMUTÁ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","135000","135000"
"3202801","ITAPEMIRIM","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2512408","PUXINANÃ","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","243750","243750"
"3305604","SILVA JARDIM","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","90000","90000"
"3503802","ARTUR NOGUEIRA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2610103","PALMEIRINA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","540000","540000"
"3306008","TRÊS RIOS","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1100205","PORTO VELHO","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2300000","CEARÁ (ESTADO)","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","1380000","1380000"
"3501301","ÁLVARES MACHADO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","225000","225000"
"2500000","PARAÍBA (ESTADO)","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","23948412,95","23948412,95"
"4213203","POMERODE","17 - SANEAMENTO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"4301875","BARRA DO QUARAÍ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3525300","JAÚ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2920452","MANSIDÃO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"5212808","MARA ROSA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2610202","PANELAS","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"2608305","JUPI","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"3204104","PINHEIROS","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3528205","MACEDÔNIA","16 - HABITAÇÃO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3505906","BATATAIS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3305307","SÃO SEBASTIÃO DO ALTO","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"1500000","PARÁ (ESTADO)","16 - HABITAÇÃO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2507507","JOÃO PESSOA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"1100106","GUAJARÁ-MIRIM","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3136652","JUATUBA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3552007","SILVEIRAS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"5211909","JATAÍ","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3145901","OURO BRANCO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2614105","SERTÂNIA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3300159","APERIBÉ","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3149507","PEQUERI","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1501402","BELÉM","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3156106","RITÁPOLIS","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","121875","121875"
"3305752","TANGUÁ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2914307","IRAMAIA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2615904","TUPARETAMA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","315000","315000"
"2918001","JEQUIÉ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3161403","SÃO FRANCISCO DO GLÓRIA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","144000","144000"
"2400000","RIO GRANDE DO NORTE (ESTADO)","10 - SAÚDE","304 - VIGILÂNCIA SANITÁRIA","2130632","2130632"
"3539806","POÁ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"5200000","GOIÁS (ESTADO)","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","710000","710000"
"9000000","NACIONAL","17 - SANEAMENTO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"1304104","TAPAUÁ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3544004","RIO DAS PEDRAS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2604908","CUMARU","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"3544202","RIOLÂNDIA","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"5210000","INHUMAS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3305554","SEROPÉDICA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3513108","CRAVINHOS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2607653","ITAMBÉ","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","243750","243750"
"3301405","CONCEIÇÃO DE MACABU","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2101509","BARÃO DE GRAJAÚ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2804508","NOSSA SENHORA DA GLÓRIA","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"4316907","SANTA MARIA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","90000","90000"
"3150406","PIEDADE DOS GERAIS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3202009","DORES DO RIO PRETO","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"1100072","CORUMBIARA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2407401","MARTINS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","126000","126000"
"4300406","ALEGRETE","16 - HABITAÇÃO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2806206","SALGADO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2801108","CANHOBA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3304300","RIO BONITO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"5220058","SÃO JOÃO DA PARAÚNA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3550605","SÃO ROQUE","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"5200000","GOIÁS (ESTADO)","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"1600212","CUTIAS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"5205109","CATALÃO","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3522505","ITAPEVI","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2305803","IPU","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2611606","RECIFE","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3161502","SÃO GERALDO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2310258","PARAIPABA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","126000","126000"
"2704302","MACEIÓ","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2901304","ANDARAÍ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3301900","ITABORAÍ","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3500105","ADAMANTINA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2925600","PRESIDENTE DUTRA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3543402","RIBEIRÃO PRETO","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"1500107","ABAETETUBA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","90000","90000"
"4213302","PONTE ALTA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","225000","225000"
"4321907","TRÊS PASSOS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2611606","RECIFE","17 - SANEAMENTO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3169901","UBÁ","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"3540754","POTIM","10 - SAÚDE","301 - ATENÇÃO BÁSICA","90000","90000"
"3508702","CACONDE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3526803","LENÇÓIS PAULISTA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3205150","VILA PAVÃO","16 - HABITAÇÃO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"1500000","PARÁ (ESTADO)","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","487500","487500"
"4116000","MIRASELVA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2108900","POÇÃO DE PEDRAS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2312908","SOBRAL","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3300704","CABO FRIO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2905701","CAMAÇARI","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2927200","RUY BARBOSA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3516002","FLÓRIDA PAULISTA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2901700","ANTÔNIO CARDOSO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"5215652","PALESTINA DE GOIÁS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3203304","MANTENÓPOLIS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"5208004","FORMOSA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3132503","ITAMARANDIBA","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"4321907","TRÊS PASSOS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","130000","130000"
"3546801","SANTA ISABEL","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2901601","ANTAS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","270000","270000"
"2304285","EUSÉBIO","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4300000","RIO GRANDE DO SUL (ESTADO)","17 - SANEAMENTO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3554805","TREMEMBÉ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","180000","180000"
"5209150","GOUVELÂNDIA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3305307","SÃO SEBASTIÃO DO ALTO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3526407","LARANJAL PAULISTA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3545803","SANTA BÁRBARA D'OESTE","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3532405","NAZARÉ PAULISTA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"5002209","BONITO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","162000","162000"
"2708956","SENADOR RUI PALMEIRA","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","341250","341250"
"2610004","PALMARES","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","180000","180000"
"2607901","JABOATÃO DOS GUARARAPES","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2610509","PASSIRA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2701605","CANAPI","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"2706307","PALMEIRA DOS ÍNDIOS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3120904","CURVELO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3513504","CUBATÃO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3203809","MUQUI","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3127701","GOVERNADOR VALADARES","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2616100","VERDEJANTE","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","146250","146250"
"3518800","GUARULHOS","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"3550308","SÃO PAULO","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"1200393","PORTO WALTER","10 - SAÚDE","301 - ATENÇÃO BÁSICA","180000","180000"
"2509503","MONTADAS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3524006","ITUPEVA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2709103","TAQUARANA","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"3113305","CARANGOLA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2308500","MOMBAÇA","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","280000","280000"
"2309409","NOVO ORIENTE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","198000","198000"
"2311702","RERIUTABA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2910057","DIAS D'ÁVILA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"5209200","GUAPÓ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3304201","RESENDE","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2707107","PIRANHAS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3135704","JEQUITIBÁ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","90000","90000"
"3506102","BEBEDOURO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3302601","MANGARATIBA","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"2607752","ITAPISSUMA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1200000","ACRE (ESTADO)","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","250000","250000"
"3537305","PENÁPOLIS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","288000","288000"
"3304144","QUEIMADOS","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3300407","BARRA MANSA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","720000","720000"
"3510609","CARAPICUÍBA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"5002704","CAMPO GRANDE","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"9200000","REGIÃO NORDESTE","17 - SANEAMENTO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3202108","ECOPORANGA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4214904","RIO FORTUNA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3546207","SANTA CRUZ DA CONCEIÇÃO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2913101","IBITITÁ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","90000","90000"
"9300000","REGIÃO SUDESTE","17 - SANEAMENTO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3301009","CAMPOS DOS GOYTACAZES","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2500601","ALHANDRA","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","390000","390000"
"2802908","ITABAIANA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","90000","90000"
"1502301","CAPITÃO POÇO","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4102752","BELA VISTA DA CAROBA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3301876","IGUABA GRANDE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3205200","VILA VELHA","16 - HABITAÇÃO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3162955","SÃO JOSÉ DA LAPA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2601805","BETÂNIA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","225000","225000"
"2105922","LAGOA DO MATO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3301157","CARDOSO MOREIRA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","142200","142200"
"2920106","MAIRI","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3116803","COLUNA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3557006","VOTORANTIM","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"4300604","ALVORADA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"4127502","TIBAGI","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1502905","CURUÇÁ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2616100","VERDEJANTE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","223903,36","223903,36"
"2801603","CEDRO DE SÃO JOÃO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1600000","AMAPÁ (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","4949896","4949896"
"2106904","MONÇÃO","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"5003108","CORGUINHO","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2305357","ICAPUÍ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2515005","SÃO MIGUEL DE TAIPU","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3123007","DORES DE CAMPOS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
