"Localidade (Cod)","Localidade","Função (Cod/Desc)","Subfunção (Cod/Desc)","Despesa Executada (Favorecido)","Despesa Executada (Subelemento)"
"2600000","PERNAMBUCO (ESTADO)","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"1200500","SENA MADUREIRA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","150000","150000"
"2904605","BRUMADO","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2511509","PILAR - PB","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"3301207","CARMO","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"1300000","AMAZONAS (ESTADO)","10 - SAÚDE","301 - ATENÇÃO BÁSICA","191170000","191170000"
"3531506","MONTE AZUL PAULISTA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","270000","270000"
"4209409","LAGUNA","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3515707","FERRAZ DE VASCONCELOS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","300000","300000"
"2803203","ITAPORANGA D'AJUDA","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"2608602","LAGOA DO OURO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4128203","UNIÃO DA VITÓRIA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","120000","120000"
"3534609","OSVALDO CRUZ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","400000","400000"
"2302503","BREJO SANTO","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3203320","MARATAÍZES","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","200000","200000"
"3557303","ESTIVA GERBI","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3162807","SÃO JOÃO EVANGELISTA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","200000","200000"
"3306305","VOLTA REDONDA","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","250000","250000"
"2309706","PACATUBA - CE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1200252","EPITACIOLÂNDIA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3167202","SETE LAGOAS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2600000","PERNAMBUCO (ESTADO)","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","1300000","1300000"
"3128709","GUAXUPÉ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","300000","300000"
"3300000","RIO DE JANEIRO (ESTADO)","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"3128204","GUARACIABA - MG","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"2800000","SERGIPE (ESTADO)","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"2705002","MATA GRANDE","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"3538501","PIQUETE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"4309001","GIRUÁ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","300000","300000"
"3106200","BELO HORIZONTE","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","200000","200000"
"1100288","ROLIM DE MOURA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"1600253","ITAUBAL","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3124609","ESTRELA DALVA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2804003","MARUIM","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"2904308","BREJÕES","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4105508","CIANORTE","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"3119104","CORINTO","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3300902","CAMBUCI","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2506004","ESPERANÇA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3510153","CANITAR","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","200000","200000"
"3147006","PARACATU","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"1600000","AMAPÁ (ESTADO)","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","35875450","35875450"
"2100000","MARANHÃO (ESTADO)","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","94878814","94878814"
"2802908","ITABAIANA - SE","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","700000","700000"
"2800000","SERGIPE (ESTADO)","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","1100000","1100000"
"2700000","ALAGOAS (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","14194162","14194162"
"1400000","RORAIMA (ESTADO)","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"5200000","GOIÁS (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","27036258","27036258"
"3304805","SÃO FIDÉLIS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3205200","VILA VELHA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","1000000","1000000"
"3123304","DORES DO TURVO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3531803","MONTE MOR","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2313906","URUOCA","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"3302270","JAPERI","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"4213609","PORTO UNIÃO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2408102","NATAL","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","250000","250000"
"3545605","SANTA ADÉLIA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","200000","200000"
"3149952","PERIQUITO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3515004","EMBU","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"1300102","ANORI","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2706703","PENEDO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3161007","SÃO DOMINGOS DO PRATA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","100000","100000"
"2503407","CACIMBA DE AREIA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4107207","DOIS VIZINHOS","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","300000","300000"
"5003207","CORUMBÁ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2908903","CORAÇÃO DE MARIA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","100000","100000"
"3302700","MARICÁ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","300000","300000"
"3203908","NOVA VENÉCIA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"4104907","CASTRO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3304904","SÃO GONÇALO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1600600","SANTANA - AP","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"5219753","SANTO ANTÔNIO DO DESCOBERTO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2615706","TRIUNFO - PE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","200000","200000"
"2612604","SANTA MARIA DA BOA VISTA","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","200000","200000"
"2610905","PESQUEIRA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2302008","BARRO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2609006","MACAPARANA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3513801","DIADEMA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","500000","500000"
"1502772","CURIONÓPOLIS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4315701","RIO PARDO","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2411007","RODOLFO FERNANDES","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"1200054","ASSIS BRASIL","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2918308","JITAÚNA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1300000","AMAZONAS (ESTADO)","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","1100000","1100000"
"3500000","SÃO PAULO (ESTADO)","10 - SAÚDE","301 - ATENÇÃO BÁSICA","1201289575","1201289575"
"2200000","PIAUÍ (ESTADO)","10 - SAÚDE","304 - VIGILÂNCIA SANITÁRIA","2989269","2989269"
"2106631","MATÕES DO NORTE","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"1100000","RONDÔNIA (ESTADO)","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","183914107","183914107"
"5100000","MATO GROSSO (ESTADO)","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","34204747","34204747"
"5000000","MATO GROSSO DO SUL (ESTADO)","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","30049907","30049907"
"3556503","VÁRZEA PAULISTA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"5000000","MATO GROSSO DO SUL (ESTADO)","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","45385000","45385000"
"2700000","ALAGOAS (ESTADO)","10 - SAÚDE","304 - VIGILÂNCIA SANITÁRIA","2338549","2338549"
"2516300","SUMÉ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1302900","MAUÉS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","300000","300000"
"2802106","ESTÂNCIA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3532900","NOVA EUROPA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"1200450","SENADOR GUIOMARD","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","1300000","1300000"
"2603108","CACHOEIRINHA - PE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3303500","NOVA IGUAÇU","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2708006","SANTANA DO IPANEMA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4108601","GOIOERÊ","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"2600500","ÁGUAS BELAS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1705508","COLINAS DO TOCANTINS","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"1100288","ROLIM DE MOURA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","15000000","15000000"
"1600501","OIAPOQUE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3519303","IBATÉ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3500402","ÁGUAS DA PRATA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2202059","CABECEIRAS DO PIAUÍ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2907905","CIPÓ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3520509","INDAIATUBA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2112209","TIMON","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2603454","CAMARAGIBE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2933307","VITÓRIA DA CONQUISTA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3524501","JACI","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3204104","PINHEIROS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"5002803","CARACOL - MS","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"3132503","ITAMARANDIBA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3300000","RIO DE JANEIRO (ESTADO)","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","504178333,7","504178333,7"
"1600808","VITÓRIA DO JARI","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2300000","CEARÁ (ESTADO)","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"1200401","RIO BRANCO - AC","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3552502","SUZANO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"NÃO INFORMADO","NÃO INFORMADO","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"2910057","DIAS D'ÁVILA","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2601508","BELÉM DE MARIA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2924801","PIRITIBA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3304110","PORTO REAL","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2804102","MOITA BONITA","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","200000","200000"
"2306306","ITAPAGÉ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","400000","400000"
"1100000","RONDÔNIA (ESTADO)","10 - SAÚDE","304 - VIGILÂNCIA SANITÁRIA","1283700","1283700"
"2801702","CRISTINÁPOLIS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"5100000","MATO GROSSO (ESTADO)","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"3305554","SEROPÉDICA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","200000","200000"
"3300951","COMENDADOR LEVY GASPARIAN","10 - SAÚDE","301 - ATENÇÃO BÁSICA","200000","200000"
"3508603","CACHOEIRA PAULISTA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3306156","VARRE-SAI","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","400000","400000"
"3550209","SÃO MIGUEL ARCANJO","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3304128","QUATIS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2613008","SÃO BENTO DO UNA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"5104807","JACIARA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3544905","SALES OLIVEIRA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","102565","102565"
"3540200","PONTAL","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2111573","SÃO PEDRO DOS CRENTES","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3546801","SANTA ISABEL - SP","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"4110656","IRACEMA DO OESTE","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","7700","7700"
"2917359","JABORANDI - BA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1100940","CUJUBIM","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","500000","500000"
"1501303","BARCARENA","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4314902","PORTO ALEGRE","10 - SAÚDE","331 - PROTEÇÃO E BENEFÍCIOS AO TRABALHADOR","2888734","2888734"
"2300000","CEARÁ (ESTADO)","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","113597603,97","113597603,97"
"2803005","ITABAIANINHA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"9000000","NACIONAL","10 - SAÚDE","422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","60984192,27","60984192,27"
"9000000","NACIONAL","10 - SAÚDE","365 - EDUCAÇÃO INFANTIL","7017128,07","7017128,07"
"3141801","MINAS NOVAS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3509502","CAMPINAS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","2900000","2900000"
"3100000","MINAS GERAIS (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","86921759","86921759"
"3158953","SANTANA DO PARAÍSO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1400000","RORAIMA (ESTADO)","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3201506","COLATINA","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","500000","500000"
"2804805","NOSSA SENHORA DO SOCORRO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3306008","TRÊS RIOS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","600000","600000"
"3152105","PONTE NOVA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","800000","800000"
"1301704","HUMAITÁ - AM","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3202801","ITAPEMIRIM","10 - SAÚDE","301 - ATENÇÃO BÁSICA","200000","200000"
"3303807","PARATI","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"4103701","CAMBÉ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3304300","RIO BONITO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"4315305","QUARAÍ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2709202","TRAIPU","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2701100","BRANQUINHA","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"2927408","SALVADOR","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","1000000","1000000"
"3151107","PIRAPETINGA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"1503408","INHANGAPI","10 - SAÚDE","301 - ATENÇÃO BÁSICA","150000","150000"
"2303956","CHOROZINHO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2926004","REMANSO","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"2933208","VERA CRUZ - BA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2704302","MACEIÓ","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2705705","OLHO D'ÁGUA DAS FLORES","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","225000","225000"
"2804201","MONTE ALEGRE DE SERGIPE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3105905","BARROSO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","400000","400000"
"2709103","TAQUARANA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3103504","ARAGUARI","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3551405","SERRA AZUL","10 - SAÚDE","301 - ATENÇÃO BÁSICA","100000","100000"
"2307601","LIMOEIRO DO NORTE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3304755","SÃO FRANCISCO DE ITABAPOANA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1507466","SÃO JOÃO DA PONTA","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"2930204","SENTO SÉ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1200000","ACRE (ESTADO)","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"3100000","MINAS GERAIS (ESTADO)","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","4300000","4300000"
"2916104","ITAPARICA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
