"";"COD6D";"COD7D";"Município";"population.Homens";"icsap_n.Homens";"it_n.Homens";"icsap_prop.Homens";"icsap_rate.Homens";"population.Mulheres";"icsap_n.Mulheres";"it_n.Mulheres";"icsap_prop.Mulheres";"icsap_rate.Mulheres";"icsap_prop_ratio";"icsap_rate_ratio"
"6173";"317130";"3171303";"Viçosa (MG)";35001;365;1834;0,199018538713195;104,282734779006;37219;418;1970;0,212182741116751;112,308229667643;1,06614560878937;1,07695899906772
"6175";"317140";"3171402";"Vieiras (MG)";1900;38;127;0,299212598425197;200;1831;42;102;0,411764705882353;229,382850901147;1,37616099071207;1,14691425450573
"6177";"317150";"3171501";"Mathias Lobato (MG)";1675;18;53;0,339622641509434;107,462686567164;1695;22;79;0,278481012658228;129,793510324484;0,819971870604782;1,20780072107506
"6179";"317160";"3171600";"Virgem da Lapa (MG)";6763;167;452;0,369469026548673;246,931834984474;6856;145;344;0,421511627906977;211,493582263711;1,14085781924523;0,856485686736213
"6181";"317170";"3171709";"Virgínia (MG)";4308;107;299;0,357859531772575;248,375116063138;4315;77;263;0,29277566539924;178,447276940904;0,818130130414698;0,718458756132162
"6183";"317180";"3171808";"Virginópolis (MG)";5215;93;187;0,497326203208556;178,331735378715;5357;122;241;0,506224066390041;227,73940638417;1,01789140231116;1,27705484332629
"6185";"317190";"3171907";"Virgolândia (MG)";2788;10;85;0,117647058823529;35,8680057388809;2870;4;73;0,0547945205479452;13,9372822299652;0,465753424657534;0,388571428571429
"6187";"317200";"3172004";"Visconde do Rio Branco (MG)";18701;497;1518;0,327404479578393;265,761189241217;19241;604;1520;0,397368421052632;313,912998284912;1,21369268241025;1,18118450320446
"6189";"317210";"3172103";"Volta Grande (MG)";2477;67;171;0,391812865497076;270,488494146145;2593;59;140;0,421428571428571;227,535672965677;1,07558635394456;0,841202779008928
"6191";"317220";"3172202";"Wenceslau Braz (MG)";1288;18;81;0,222222222222222;139,751552795031;1265;18;61;0,295081967213115;142,292490118577;1,32786885245902;1,01818181818182
"6193";"320010";"3200102";"Afonso Cláudio (ES)";15687;218;1070;0,203738317757009;138,968572703512;15404;292;1323;0,220710506424792;189,561152947286;1,08330386180976;1,36405770930462
"6195";"320013";"3200136";"Águia Branca (ES)";4901;25;107;0,233644859813084;51,0099979596001;4618;18;106;0,169811320754717;38,9779125162408;0,726792452830189;0,764122996968385
"6197";"320016";"3200169";"Água Doce do Norte (ES)";5960;26;88;0,295454545454545;43,6241610738255;5811;23;106;0,216981132075472;39,5801066942007;0,734397677793904;0,907297830374754
"6199";"320020";"3200201";"Alegre (ES)";15287;418;1293;0,323279195668987;273,434944724276;15481;362;1397;0,259126700071582;233,835023577288;0,801556993283626;0,855176077853112
"6201";"320030";"3200300";"Alfredo Chaves (ES)";7103;27;189;0,142857142857143;38,0121075601858;6852;40;201;0,199004975124378;58,3771161704612;1,39303482587065;1,53575057836587
"6203";"320035";"3200359";"Alto Rio Novo (ES)";3674;19;130;0,146153846153846;51,7147523135547;3643;36;125;0,288;98,8196541312105;1,97052631578947;1,91086004883193
"6205";"320040";"3200409";"Anchieta (ES)";12062;98;566;0,173144876325088;81,246891062842;11840;160;655;0,244274809160305;135,135135135135;1,41081165290544;1,66326530612245
"6207";"320050";"3200508";"Apiacá (ES)";3778;128;270;0,474074074074074;338,803599788248;3734;83;171;0,485380116959064;222,281735404392;1,02384868421053;0,656078434654526
"6209";"320060";"3200607";"Aracruz (ES)";40795;350;1475;0,23728813559322;85,7948277975242;41037;317;2022;0,15677546983185;77,2473621366084;0,660696622862795;0,900373182389412
"6211";"320070";"3200706";"Atílio Vivácqua (ES)";4999;67;291;0,230240549828179;134,026805361072;4851;77;306;0,251633986928105;158,730158730159;1,09291776412057;1,18431651267472
"6213";"320080";"3200805";"Baixo Guandu (ES)";14220;284;798;0,355889724310777;199,71870604782;14861;287;871;0,329506314580941;193,122939236929;0,925866334632364;0,966974716883496
"6215";"320090";"3200904";"Barra de São Francisco (ES)";20408;102;427;0,238875878220141;49,9803998431987;20241;129;606;0,212871287128713;63,7320290499481;0,891137643176082;1,27514044005033
"6217";"320100";"3201001";"Boa Esperança (ES)";7179;229;594;0,385521885521886;318,985931188188;7020;227;632;0,359177215189873;323,361823361823;0,931664916256702;1,01371813533386
"6219";"320110";"3201100";"Bom Jesus do Norte (ES)";4584;72;219;0,328767123287671;157,068062827225;4892;81;225;0,36;165,576451349141;1,095;1,05417007358953
"6221";"320115";"3201159";"Brejetuba (ES)";6211;40;199;0,201005025125628;64,401867654162;5704;34;180;0,188888888888889;59,6072931276297;0,939722222222222;0,925552244039271
"6223";"320120";"3201209";"Cachoeiro de Itapemirim (ES)";92845;1020;5129;0,198869175277832;109,860520221875;97044;881;4318;0,204029643353404;90,7835620955443;1,02594905956825;0,826352923800079
"6225";"320130";"3201308";"Cariacica (ES)";169958;935;5608;0,166726105563481;55,0135915932171;178780;1059;6628;0,159776704888352;59,2348137375545;0,958318460977412;1,07673053189383
"6227";"320140";"3201407";"Castelo (ES)";17401;413;1392;0,296695402298851;237,342681455089;17346;443;1288;0,343944099378882;255,390291709904;1,15924984584844;1,07604030654819
"6229";"320150";"3201506";"Colatina (ES)";54291;475;1991;0,238573581115018;87,4914810926305;57497;491;2349;0,209025117071094;85,3957597787711;0,876145280186417;0,976046567189318
"6231";"320160";"3201605";"Conceição da Barra (ES)";14161;157;751;0,209054593874834;110,86787656239;14288;181;767;0,235984354628422;126,679731243001;1,12881688105698;1,14261890072111
"6233";"320170";"3201704";"Conceição do Castelo (ES)";5938;62;309;0,200647249190939;104,412260020209;5743;100;304;0,328947368421053;174,125021765628;1,63943123938879;1,66766835361983
"6235";"320180";"3201803";"Divino de São Lourenço (ES)";2350;34;116;0,293103448275862;144,68085106383;2166;40;80;0,5;184,672206832872;1,70588235294118;1,27641084134485
"6237";"320190";"3201902";"Domingos Martins (ES)";16094;170;773;0,219922380336352;105,629427115695;15753;184;931;0,197636949516649;116,803148606615;0,898666835155115;1,10578227863227
"6239";"320200";"3202009";"Dores do Rio Preto (ES)";3226;36;112;0,321428571428571;111,593304401736;3171;32;111;0,288288288288288;100,914538000631;0,896896896896897;0,904306387750096
"6241";"320210";"3202108";"Ecoporanga (ES)";11566;357;840;0,425;308,663323534498;11646;346;823;0,42041312272175;297,097715953976;0,989207347580587;0,9625300231719
"6243";"320220";"3202207";"Fundão (ES)";8489;23;183;0,12568306010929;27,0938862056779;8536;33;279;0,118279569892473;38,659793814433;0,94109396914446;1,4268825638727
"6245";"320225";"3202256";"Governador Lindenberg (ES)";5674;14;98;0,142857142857143;24,6739513570673;5195;15;125;0,12;28,8739172281039;0,84;1,17021861680187
"6247";"320230";"3202306";"Guaçuí (ES)";13686;340;842;0,403800475059382;248,429051585562;14165;343;871;0,393800229621125;242,146134839393;0,975234686297022;0,97470941217998
"6249";"320240";"3202405";"Guarapari (ES)";51494;906;2700;0,335555555555556;175,942828290675;53792;1293;3574;0,361779518746502;240,370315288519;1,07815088368163;1,36618421804271
"6251";"320245";"3202454";"Ibatiba (ES)";11288;394;740;0,532432432432432;349,043231750532;11078;498;845;0,589349112426035;449,539628091713;1,10689934821134;1,28791962484753
"6253";"320250";"3202504";"Ibiraçu (ES)";5534;39;157;0,248407643312102;70,473436935309;5644;55;216;0,25462962962963;97,4486180014174;1,02504748338082;1,38277090261498
"6255";"320255";"3202553";"Ibitirama (ES)";4649;47;182;0,258241758241758;101,097010109701;4308;33;157;0,210191082802548;76,6016713091922;0,813931427022632;0,757704616843478
"6257";"320260";"3202603";"Iconha (ES)";6409;150;402;0,373134328358209;234,045872991106;6114;132;342;0,385964912280702;215,897939156035;1,03438596491228;0,92245992803402
"6259";"320265";"3202652";"Irupi (ES)";6030;131;324;0,404320987654321;217,247097844113;5693;159;336;0,473214285714286;279,290356578254;1,17039258451472;1,28558843524189
"6261";"320270";"3202702";"Itaguaçu (ES)";7197;121;418;0,289473684210526;168,125607892177;6937;105;387;0,271317829457364;151,362260343088;0,937279774489077;0,900292717098515
"6263";"320280";"3202801";"Itapemirim (ES)";15535;221;708;0,312146892655367;142,259414225941;15453;225;734;0,306539509536785;145,602795573675;0,982036075801102;1,02350200417966
"6265";"320290";"3202900";"Itarana (ES)";5456;158;369;0,428184281842818;289,589442815249;5425;184;351;0,524216524216524;339,170506912442;1,22427783187277;1,17121157323689
"6267";"320300";"3203007";"Iúna (ES)";13640;517;1101;0,469573115349682;379,032258064516;13688;705;1222;0,576923076923077;515,049678550555;1,2286118137182;1,35885447106955
"6269";"320305";"3203056";"Jaguaré (ES)";12468;39;381;0,102362204724409;31,2800769971126;12210;42;330;0,127272727272727;34,3980343980344;1,24335664335664;1,0996786996787
"6271";"320310";"3203106";"Jerônimo Monteiro (ES)";5292;113;394;0,286802030456853;213,529856386999;5587;117;413;0,283292978208232;209,414712725971;0,987764897469412;0,980728017474193
"6273";"320313";"3203130";"João Neiva (ES)";7811;178;482;0,369294605809129;227,883753680707;7998;183;508;0,360236220472441;228,80720180045;0,975471113863576;1,00405227711422
"6275";"320316";"3203163";"Laranja da Terra (ES)";5524;46;232;0,198275862068966;83,2729905865315;5302;39;251;0,155378486055777;73,5571482459449;0,783648016629136;0,883325406327391
"6277";"320320";"3203205";"Linhares (ES)";70415;665;3309;0,200967059534603;94,4401050912448;70891;684;3513;0,194705380017079;96,4861548010326;0,968842259363182;1,02166505117514
"6279";"320330";"3203304";"Mantenópolis (ES)";6805;190;436;0,435779816513761;279,206465833946;6807;276;564;0,48936170212766;405,464962538563;1,12295632698768;1,45220477372364
"6281";"320332";"3203320";"Marataízes (ES)";16876;233;842;0,276722090261283;138,065892391562;17264;237;912;0,259868421052632;137,279888785913;0,939095324147278;0,994307039978998
"6283";"320334";"3203346";"Marechal Floriano (ES)";7260;56;311;0,180064308681672;77,1349862258953;7002;52;264;0,196969696969697;74,2644958583262;1,09388528138528;0,962786142734729
"6285";"320335";"3203353";"Marilândia (ES)";5572;19;172;0,11046511627907;34,0990667623833;5535;24;169;0,142011834319527;43,360433604336;1,28558081594519;1,27160176864927
"6287";"320340";"3203403";"Mimoso do Sul (ES)";13041;273;885;0,308474576271186;209,339774557166;12861;273;829;0,329312424607961;212,269652437602;1,06755126658625;1,01399580125962
"6289";"320350";"3203502";"Montanha (ES)";8974;332;718;0,462395543175487;369,957655449075;8875;363;834;0,435251798561151;409,014084507042;0,941297564358152;1,10556999830307
"6291";"320360";"3203601";"Mucurici (ES)";2871;124;230;0,539130434782609;431,905259491466;2784;155;257;0,603112840466926;556,752873563218;1,11867704280156;1,2890625
"6293";"320370";"3203700";"Muniz Freire (ES)";9303;135;491;0,274949083503055;145,114479200258;9094;171;503;0,339960238568588;188,036067736969;1,2364479787939;1,29577743567187
"6295";"320380";"3203809";"Muqui (ES)";7256;138;451;0,305986696230599;190,18743109151;7140;161;374;0,43048128342246;225,490196078431;1,40686274509804;1,18562091503268
"6297";"320390";"3203908";"Nova Venécia (ES)";23111;448;1489;0,300873069173942;193,847085803297;22920;607;1729;0,35106998264893;264,834205933682;1,16683750929522;1,36620163690476
"6299";"320400";"3204005";"Pancas (ES)";11001;107;400;0,2675;97,2638851013544;10547;124;438;0,28310502283105;117,568976960273;1,05833653394785;1,20876291171959
"6301";"320405";"3204054";"Pedro Canário (ES)";11901;227;636;0,356918238993711;190,740273926561;11893;302;812;0,37192118226601;253,930883713109;1,04203467806688;1,33129138637432
"6303";"320410";"3204104";"Pinheiros (ES)";12005;195;666;0,292792792792793;162,432319866722;11890;304;838;0,362768496420048;255,677039529016;1,23899394161924;1,57405274848504
"6305";"320420";"3204203";"Piúma (ES)";8956;60;296;0,202702702702703;66,9941938365342;9167;97;351;0,276353276353276;105,814334024217;1,3633428300095;1,57945529253482
"6307";"320425";"3204252";"Ponto Belo (ES)";3493;92;164;0,560975609756098;263,3839106785;3486;85;192;0,442708333333333;243,832472748135;0,789175724637681;0,925768290553519
"6309";"320430";"3204302";"Presidente Kennedy (ES)";5258;41;343;0,119533527696793;77,9764168885508;5056;27;283;0,0954063604240283;53,4018987341772;0,798155649401017;0,684846789132448
"6311";"320435";"3204351";"Rio Bananal (ES)";9079;86;279;0,308243727598566;94,7240885560084;8451;84;318;0,264150943396226;99,3965211217607;0,85695480473892;1,04932676193543
"6313";"320440";"3204401";"Rio Novo do Sul (ES)";5737;31;226;0,13716814159292;54,0352100400906;5588;27;200;0,135;48,3178239083751;0,984193548387097;0,894191470201122
"6315";"320450";"3204500";"Santa Leopoldina (ES)";6425;63;272;0,231617647058824;98,0544747081712;5815;84;272;0,308823529411765;144,45399828031;1,33333333333333;1,47320149039839
"6317";"320455";"3204559";"Santa Maria de Jetibá (ES)";17532;223;1146;0,194589877835951;127,195984485512;16644;274;1344;0,203869047619048;164,623888488344;1,04768577834721;1,29425381747877
"6319";"320460";"3204609";"Santa Teresa (ES)";10915;109;601;0,181364392678869;99,8625744388456;10908;95;531;0,178907721280603;87,0920425375871;0,986454499904974;0,872118939722718
"6321";"320465";"3204658";"São Domingos do Norte (ES)";4164;51;186;0,274193548387097;122,478386167147;3837;53;175;0,302857142857143;138,128746416471;1,10453781512605;1,1277805883886
"6323";"320470";"3204708";"São Gabriel da Palha (ES)";15905;305;799;0,381727158948686;191,763596353348;15954;383;870;0,440229885057471;240,065187413815;1,15325796118334;1,25188091993991
"6325";"320480";"3204807";"São José do Calçado (ES)";5195;268;635;0,422047244094488;515,880654475457;5213;316;655;0,482442748091603;606,176865528486;1,14310128745585;1,17503314045541
"6327";"320490";"3204906";"São Mateus (ES)";53930;306;1741;0,175761056863871;56,7402188021509;55098;368;1989;0,185017596782303;66,7900831246143;1,05266547711761;1,17712064800995
"6329";"320495";"3204955";"São Roque do Canaã (ES)";5688;17;98;0,173469387755102;29,887482419128;5585;10;111;0,0900900900900901;17,905102954342;0,519342872284049;0,599083680025278
"6331";"320500";"3205002";"Serra (ES)";201415;825;5139;0,160537069468768;40,9602065387384;207852;807;5984;0,134859625668449;38,8257029039894;0,84005286825474;0,947888357625093
"6333";"320501";"3205010";"Sooretama (ES)";12133;80;416;0,192307692307692;65,9358773592681;11710;90;542;0,166051660516605;76,8573868488471;0,863468634686347;1,16563834329633
"6335";"320503";"3205036";"Vargem Alta (ES)";9827;83;415;0,2;84,4611783860792;9303;62;392;0,158163265306122;66,6451682253037;0,790816326530612;0,789062732710915
"6337";"320506";"3205069";"Venda Nova do Imigrante (ES)";10335;141;577;0,244367417677643;136,429608127721;10112;128;561;0,228163992869875;126,582278481013;0,933692367985234;0,927821168866146
"6339";"320510";"3205101";"Viana (ES)";33191;153;1002;0,152694610778443;46,0968334789551;31810;137;1045;0,1311004784689;43,0682175416536;0,85857960409044;0,934298829035963
"6341";"320515";"3205150";"Vila Pavão (ES)";4493;42;167;0,251497005988024;93,4787447139996;4179;57;189;0,301587301587302;136,396267049533;1,19916855631141;1,45911530441322
"6343";"320517";"3205176";"Vila Valério (ES)";7208;55;194;0,283505154639175;76,3041065482797;6622;46;177;0,259887005649718;69,4654183026276;0,916692347200822;0,910375882046072
"6345";"320520";"3205200";"Vila Velha (ES)";199146;1002;5999;0,167027837972996;50,3148443855262;215440;1062;7353;0,144430844553244;49,2944671370219;0,864711214046815;0,979720154937062
"6347";"320530";"3205309";"Vitória (ES)";153948;918;7627;0,120361872295791;59,6305245927196;173853;914;8729;0,104708443120632;52,5731508803414;0,869946945186343;0,881648304109674
"6349";"330010";"3300100";"Angra dos Reis (RJ)";84666;511;2741;0,186428310835462;60,3548059433539;84845;480;3190;0,150470219435737;56,5737521362485;0,807121079204216;0,93735289596235
"6351";"330015";"3300159";"Aperibé (RJ)";5023;189;514;0,367704280155642;376,269161855465;5190;210;568;0,369718309859155;404,624277456647;1,00547730829421;1,07535859558981
"6353";"330020";"3300209";"Araruama (RJ)";54283;345;1901;0,181483429773803;63,5558093694158;57725;409;2181;0,187528656579551;70,8531831961888;1,0333100758195;1,11481836041702
"6355";"330022";"3300225";"Areal (RJ)";5661;80;285;0,280701754385965;141,317788376612;5762;55;200;0,275;95,4529677195418;0,9796875;0,675449062825408
"6357";"330023";"3300233";"Armação dos Búzios (RJ)";13742;10;100;0,1;7,27696114102751;13818;5;85;0,0588235294117647;3,61846866406137;0,588235294117647;0,497249963815313
"6359";"330025";"3300258";"Arraial do Cabo (RJ)";13627;98;527;0,18595825426945;71,9160490203273;14088;83;501;0,165668662674651;58,9153889835321;0,890891686015724;0,8192244955904
"6361";"330030";"3300308";"Barra do Piraí (RJ)";45154;1285;3361;0,38232668848557;284,581653895557;49624;1461;3866;0,377909984480083;294,413993229083;0,98844782711094;1,03455015177167
"6363";"330040";"3300407";"Barra Mansa (RJ)";85792;860;3927;0,218996689584925;100,242446848191;92021;816;4201;0,194239466793621;88,6754110474783;0,886951611742498;0,884609402858751
"6365";"330045";"3300456";"Belford Roxo (RJ)";226757;3328;7825;0,425303514376997;146,765039227014;242575;3098;8997;0,34433700122263;127,713078429352;0,809626512790588;0,870187335498934
"6367";"330050";"3300506";"Bom Jardim (RJ)";12720;239;827;0,288996372430472;187,893081761006;12613;231;782;0,29539641943734;183,144374851344;1,02214576935013;0,974726547325981
"6369";"330060";"3300605";"Bom Jesus do Itabapoana (RJ)";17196;621;1937;0,320598864223025;361,130495464061;18215;569;1692;0,33628841607565;312,379906670327;1,0489382639912;0,865005615958605
"6371";"330070";"3300704";"Cabo Frio (RJ)";90831;493;2720;0,18125;54,2766236196893;95396;454;3418;0,132826214160328;47,591093966204;0,732834285022497;0,876824879522166
"6373";"330080";"3300803";"Cachoeiras de Macacu (RJ)";27062;358;1315;0,272243346007605;132,28881826916;27211;390;1404;0,277777777777778;143,324390871339;1,02032898820608;1,08342029769837
"6375";"330090";"3300902";"Cambuci (RJ)";7407;366;711;0,514767932489452;494,127176994735;7420;394;934;0,421841541755889;530,99730458221;0,819479060624144;1,07461667624056
"6377";"330093";"3300936";"Carapebus (RJ)";6788;6;95;0,0631578947368421;8,83912787271656;6571;7;68;0,102941176470588;10,6528686653477;1,62990196078431;1,20519454167301
"6379";"330095";"3300951";"Comendador Levy Gasparian (RJ)";4076;21;142;0,147887323943662;51,5210991167812;4104;18;112;0,160714285714286;43,859649122807;1,08673469387755;0,851294903926483
"6381";"330100";"3301009";"Campos dos Goytacazes (RJ)";223259;2263;11912;0,189976494291471;101,362095145101;240472;2556;13742;0,185999126764663;106,290961109817;0,979063896606569;1,04862632286419
"6383";"330110";"3301108";"Cantagalo (RJ)";9831;363;737;0,492537313432836;369,240158681721;9999;307;641;0,478939157566303;307,030703070307;0,972391622937645;0,831520342116856
"6385";"330115";"3301157";"Cardoso Moreira (RJ)";6270;124;364;0,340659340659341;197,767145135566;6330;359;964;0,372406639004149;567,140600315956;1,09319368223799;2,86771900321052
"6387";"330120";"3301207";"Carmo (RJ)";8600;166;619;0,268174474959612;193,023255813953;8834;143;614;0,232899022801303;161,874575503736;0,868460813939798;0,838627318874775
"6389";"330130";"3301306";"Casimiro de Abreu (RJ)";17423;149;615;0,242276422764228;85,5191413648625;17924;208;740;0,281081081081081;116,045525552332;1,16016687828768;1,35695381993173
"6391";"330140";"3301405";"Conceição de Macabu (RJ)";10549;145;365;0,397260273972603;137,453787088824;10662;129;380;0,339473684210526;120,990433314575;0,85453720508167;0,880226262783071
"6393";"330150";"3301504";"Cordeiro (RJ)";9781;262;655;0,4;267,866271342399;10649;274;652;0,420245398773006;257,301155038032;1,05061349693252;0,960558243292744
"6395";"330160";"3301603";"Duas Barras (RJ)";5511;116;273;0,424908424908425;210,488114679731;5419;126;295;0,427118644067797;232,515224211109;1,0052016364699;1,10464775916157
"6397";"330170";"3301702";"Duque de Caxias (RJ)";411074;2007;8018;0,25031179845348;48,8233262137717;443974;1979;9772;0,202517396643471;44,5746823012158;0,809060531284181;0,912979220343298
"6399";"330180";"3301801";"Engenheiro Paulo de Frontin (RJ)";6449;202;437;0,462242562929062;313,226856877035;6788;203;480;0,422916666666667;299,057159693577;0,914923679867987;0,954762189536573
"6401";"330185";"3301850";"Guapimirim (RJ)";25280;253;925;0,273513513513513;100,079113924051;26203;258;1037;0,248794599807136;98,4620081670038;0,909624524986564;0,983841725874251
"6403";"330187";"3301876";"Iguaba Grande (RJ)";11046;55;309;0,177993527508091;49,7917798298026;11805;70;380;0,184210526315789;59,2969080897925;1,03492822966507;1,19089753956336
"6405";"330190";"3301900";"Itaboraí (RJ)";106190;1858;4629;0,401382588031972;174,96939448159;111818;2038;5003;0,407355586648011;182,260458960096;1,01488106059938;1,04167051329239
"6407";"330200";"3302007";"Itaguaí (RJ)";54409;356;1125;0,316444444444444;65,4303515962433;54682;343;1356;0,252949852507375;62,7263084744523;0,799349955255046;0,958672954434403
"6409";"330205";"3302056";"Italva (RJ)";6853;287;594;0,483164983164983;418,79468845761;7210;404;918;0,440087145969499;560,332871012483;0,910842385734782;1,33796556273468
"6411";"330210";"3302106";"Itaocara (RJ)";11192;405;1156;0,350346020761246;361,865618298785;11707;441;1175;0,37531914893617;376,697702229435;1,07128132387707;1,04098782304984
"6413";"330220";"3302205";"Itaperuna (RJ)";46553;881;3798;0,231964191679831;189,246665091401;49288;1057;4088;0,258561643835616;214,453822431423;1,11466188795422;1,13319736613508
"6415";"330225";"3302254";"Itatiaia (RJ)";14213;157;486;0,323045267489712;110,462252867094;14570;161;554;0,290613718411552;110,501029512697;0,899606797121111;1,00035103978597
"6417";"330227";"3302270";"Japeri (RJ)";48080;650;1894;0,343189017951426;135,191347753744;47412;960;2650;0,362264150943396;202,480384712731;1,05558200290276;1,49773183030586
"6419";"330230";"3302304";"Laje do Muriaé (RJ)";3751;67;221;0,30316742081448;178,61903492402;3736;104;265;0,392452830188679;278,372591006424;1,29450858912982;1,55847102815686
"6421";"330240";"3302403";"Macaé (RJ)";102432;662;3605;0,183633841886269;64,6282411746329;104296;609;3589;0,169685149066592;58,3915011122191;0,924040728678347;0,903498223856016
"6423";"330245";"3302452";"Macuco (RJ)";2528;46;121;0,380165289256198;181,962025316456;2741;66;151;0,437086092715232;240,788033564393;1,14972646127267;1,3232872801104
"6425";"330250";"3302502";"Magé (RJ)";110576;1393;3619;0,384912959381044;125,976703805527;116746;1256;4352;0,288602941176471;107,583985746835;0,749787540644398;0,85399905297502
"6427";"330260";"3302601";"Mangaratiba (RJ)";17962;257;955;0,269109947643979;143,079835207661;18494;228;938;0,243070362473348;123,283226992538;0,90323811736205;0,861639425385202
"6429";"330270";"3302700";"Maricá (RJ)";62649;483;1486;0,325033647375505;77,0962026528755;64812;529;1515;0,349174917491749;81,6206875270012;1,07427314159987;1,05868622212818
"6431";"330280";"3302809";"Mendes (RJ)";8651;129;401;0,321695760598504;149,11570916657;9284;118;404;0,292079207920792;127,100387763895;0,907936142451454;0,852360817477096
"6433";"330285";"3302858";"Mesquita (RJ)";79790;318;1102;0,288566243194192;39,8546183732297;88586;311;1385;0,224548736462094;35,1071275370826;0,778153168494426;0,880879781818812
"6435";"330290";"3302908";"Miguel Pereira (RJ)";11719;245;975;0,251282051282051;209,062206672924;12923;225;797;0,282308657465496;174,108179215352;1,12347322868922;0,832805613152945
"6437";"330300";"3303005";"Miracema (RJ)";13026;449;1173;0,382779198635976;344,695224934746;13817;405;1122;0,36096256684492;293,117174495187;0,94300465681312;0,850366217143498
"6439";"330310";"3303104";"Natividade (RJ)";7445;154;641;0,240249609984399;206,850235057085;7637;144;572;0,251748251748252;188,555715595129;1,04786122967941;0,911556690003724
"6441";"330320";"3303203";"Nilópolis (RJ)";73674;459;1571;0,292170591979631;62,301490349377;83751;469;1844;0,254338394793926;55,9993313512675;0,870513329458079;0,898844169493089
"6443";"330330";"3303302";"Niterói (RJ)";225838;1236;5938;0,208150892556416;54,7294963646508;261724;1000;5170;0,193423597678917;38,2081887790191;0,92924702509499;0,698127907562793
"6445";"330340";"3303401";"Nova Friburgo (RJ)";87254;861;4012;0,214606181455633;98,6774245306805;94828;802;3648;0,21984649122807;84,5741764035939;1,0244182610999;0,857077257598047
"6447";"330350";"3303500";"Nova Iguaçu (RJ)";381750;3654;11091;0,329456315931837;95,7170923379175;414507;3652;12885;0,283430345362825;88,1046640949369;0,860297197706374;0,92046949967822
"6449";"330360";"3303609";"Paracambi (RJ)";23793;720;1761;0,40885860306644;302,610011347875;23331;1030;2415;0,426501035196687;441,472718700441;1,04315044858523;1,45888338833883
"6451";"330370";"3303708";"Paraíba do Sul (RJ)";19751;282;1065;0,264788732394366;142,777580881981;21333;268;1060;0,252830188679245;125,626962921296;0,954837414692895;0,879878774701599
"6453";"330380";"3303807";"Paraty (RJ)";18964;177;747;0,236947791164659;93,3347395064332;18569;161;656;0,245426829268293;86,7036458613819;1,03578441504754;0,92895363848319
"6455";"330385";"3303856";"Paty do Alferes (RJ)";12817;212;973;0,217882836587873;165,40532105797;13542;255;914;0,278993435448578;188,303057155516;1,28047458816729;1,13843409601993
"6457";"330390";"3303906";"Petrópolis (RJ)";140996;1994;8214;0,242756269783297;141,422451700757;154921;1703;7248;0,234961368653422;109,92699504909;0,967890011092881;0,777295215343101
"6459";"330395";"3303955";"Pinheiral (RJ)";11034;124;398;0,311557788944724;112,379916621352;11685;131;441;0,297052154195011;112,109542148053;0,95344159169044;0,997594103275498
"6461";"330400";"3304003";"Piraí (RJ)";12917;181;748;0,241978609625668;140,125416118294;13397;152;851;0,1786133960047;113,458236918713;0,738137128240419;0,809690633303325
"6463";"330410";"3304102";"Porciúncula (RJ)";8874;300;753;0,398406374501992;338,066260987153;8886;372;988;0,376518218623482;418,636056718434;0,945060728744939;1,23832545577313
"6465";"330411";"3304110";"Porto Real (RJ)";8242;89;331;0,268882175226586;107,983499150692;8350;80;324;0,246913580246914;95,8083832335329;0,918296573727285;0,887250218663796
"6467";"330412";"3304128";"Quatis (RJ)";6238;202;522;0,386973180076628;323,821737736454;6555;129;391;0,329923273657289;196,796338672769;0,852574004203489;0,607730475564719
"6469";"330414";"3304144";"Queimados (RJ)";66585;1455;3095;0,470113085621971;218,5176841631;71377;1470;3765;0,390438247011952;205,948694957759;0,830519845018551;0,94248067723453
"6471";"330415";"3304151";"Quissamã (RJ)";10043;183;548;0,333941605839416;182,216469182515;10199;214;714;0,299719887955182;209,824492597313;0,897521850270163;1,15151222904635
"6473";"330420";"3304201";"Resende (RJ)";58268;649;2900;0,223793103448276;111,381890574586;61501;550;3166;0,173720783322805;89,4294401717045;0,776256196665846;0,802908261929874
"6475";"330430";"3304300";"Rio Bonito (RJ)";27318;569;2148;0,264897579143389;208,287575957244;28233;604;2220;0,272072072072072;213,934048808132;1,02708402602954;1,02710902378569
"6477";"330440";"3304409";"Rio Claro (RJ)";8769;61;256;0,23828125;69,5632341201961;8656;61;256;0,23828125;70,4713493530499;1;1,01305452865065
"6479";"330450";"3304508";"Rio das Flores (RJ)";4211;131;333;0,393393393393393;311,090002374733;4350;118;316;0,373417721518987;271,264367816092;0,949222147067349;0,87198034570501
"6481";"330452";"3304524";"Rio das Ostras (RJ)";52207;245;1114;0,219928186714542;46,9285727967514;53469;270;1277;0,211433046202036;50,4965494024575;0,961373116200278;1,07602994067514
"6483";"330455";"3304557";"Rio de Janeiro (RJ)";2959817;15008;70022;0,214332638313673;50,705837556849;3360629;14364;84244;0,170504724372062;42,7419985960961;0,795514512925142;0,84294039218218
"6485";"330460";"3304607";"Santa Maria Madalena (RJ)";5275;144;460;0,31304347826087;272,985781990521;5046;151;419;0,360381861575179;299,246928260008;1,15121983558738;1,09619968511913
"6487";"330470";"3304706";"Santo Antônio de Pádua (RJ)";19961;645;2124;0,303672316384181;323,130103702219;20628;822;2026;0,405725567620928;398,48749272833;1,33606372965403;1,23321067323259
